City,State,Lat,Lng
Great Falls,MT,47.4941836,-111.2833449
West Valley City,UT,40.6916132,-112.0010501
Hampton,VA,37.0298687,-76.3452218
Georgetown,TX,30.6332618,-97.6779842
Orem,UT,40.2968979,-111.6946475
Monrovia,CA,34.1442616,-118.0019482
Keller,TX,32.9341893,-97.229298
Goose Creek,SC,32.9810059,-80.0325867
Little Rock,AR,34.7464809,-92.2895948
Santa Ana,CA,33.7455731,-117.8678338
White Plains,NY,41.0339862,-73.7629097
Idaho Falls,ID,43.4916514,-112.0339645
Bellevue,WA,47.610377,-122.2006786
Roseville,CA,38.7521235,-121.2880059
Perth Amboy,NJ,40.5067723,-74.2654234
Peabody,MA,42.5278731,-70.9286609
Grand Island,NE,40.9263957,-98.3420118
Columbia,MO,38.9517053,-92.3340724
Racine,WI,42.7261309,-87.7828523
Carmel,IN,39.978371,-86.1180435
Portage,MI,42.2011538,-85.5800022
Middletown,OH,39.5150576,-84.3982763
Woodland,CA,38.6785157,-121.7732971
Revere,MA,42.4084302,-71.0119948
Euless,TX,32.8370727,-97.0819541
Arlington Heights,IL,42.0883603,-87.9806265
Hemet,CA,33.7475203,-116.9719684
High Point,NC,35.9556923,-80.0053176
Newark,OH,40.0581205,-82.4012642
Midwest City,OK,35.4495065,-97.3967019
San Marcos,CA,33.1433723,-117.1661449
Port Orange,FL,29.1383165,-80.9956105
Lakewood,CA,33.8536269,-118.1339563
Westerville,OH,40.1261743,-82.9290696
Rockford,IL,42.2711311,-89.0939952
El Cajon,CA,32.7947731,-116.9625269
St. Petersburg,FL,27.773056,-82.64
Downers Grove,IL,41.8089191,-88.0111746
Milford,CT,41.2306979,-73.064036
Albany,OR,44.6365107,-123.1059282
Las Vegas,NV,36.1699412,-115.1398296
Pasadena,TX,29.6910625,-95.2091006
Port St. Lucie,FL,27.2730492,-80.3582261
Cedar Rapids,IA,41.9778795,-91.6656232
Ormond Beach,FL,29.2858129,-81.0558894
Quincy,MA,42.2528772,-71.0022705
Miramar,FL,25.9860762,-80.3035602
El Paso,TX,31.7775757,-106.4424559
Topeka,KS,39.0558235,-95.6890185
Rosemead,CA,34.0805651,-118.072846
Keizer,OR,44.9901194,-123.0262077
Minnetonka,MN,44.9211836,-93.4687489
Akron,OH,41.0814447,-81.5190053
Edinburg,TX,26.3017374,-98.1633432
Rancho Cucamonga,CA,34.1063989,-117.5931084
North Charleston,SC,32.8546197,-79.9748103
Louisville,KY,38.2526647,-85.7584557
Watsonville,CA,36.910231,-121.7568946
Coconut Creek,FL,26.2517482,-80.1789351
Bradenton,FL,27.4989278,-82.5748194
Carlsbad,CA,33.1580933,-117.3505939
Texas City,TX,29.383845,-94.9027002
Redding,CA,40.5865396,-122.3916754
Wyoming,MI,42.9133602,-85.7053085
Lorain,OH,41.452819,-82.1823746
Roy,UT,41.1616108,-112.0263313
Fort Lauderdale,FL,26.1224386,-80.1373174
Warner Robins,GA,32.6130007,-83.624201
Clearwater,FL,27.9658533,-82.8001026
Cutler Bay,FL,25.5808323,-80.3468593
Florence,AL,34.79981,-87.677251
Terre Haute,IN,39.4667034,-87.4139092
Temple,TX,31.0982344,-97.342782
Beavercreek,OH,39.7092262,-84.0632685
Sioux Falls,SD,43.5445959,-96.7311034
Columbus,IN,39.2014404,-85.9213796
Margate,FL,26.2445263,-80.206436
Leominster,MA,42.5250906,-71.759794
Warwick,RI,41.7001009,-71.4161671
Bakersfield,CA,35.3732921,-119.0187125
Miami,FL,25.7616798,-80.1917902
Lake Charles,LA,30.2265949,-93.2173758
Richland,WA,46.2856907,-119.2844621
Hickory,NC,35.7344538,-81.3444573
South San Francisco,CA,37.654656,-122.4077498
Plymouth,MN,45.0105194,-93.4555093
South Bend,IN,41.6763545,-86.2519898
Edmond,OK,35.6528323,-97.4780954
Des Moines,IA,41.6005448,-93.6091064
Bonita Springs,FL,26.339806,-81.7786972
Draper,UT,40.5246711,-111.8638226
Whittier,CA,33.9791793,-118.032844
Livonia,MI,42.36837,-83.3527097
Milwaukee,WI,43.0389025,-87.9064736
Auburn,WA,47.3073228,-122.2284532
Sumter,SC,33.9204354,-80.3414693
Beverly,MA,42.5584283,-70.880049
Renton,WA,47.4828776,-122.2170661
Centennial,CO,39.5807452,-104.8771726
Richmond,VA,37.5407246,-77.4360481
Anderson,IN,40.1053196,-85.6802541
Beaumont,CA,33.9294606,-116.977248
Pflugerville,TX,30.4393696,-97.6200043
Hoboken,NJ,40.7439905,-74.0323626
Lexington-Fayette,KY,38.0405837,-84.5037164
Norwalk,CA,33.9022367,-118.081733
Yuma,AZ,32.6926512,-114.6276916
Highland,CA,34.1283442,-117.2086513
Carol Stream,IL,41.9125286,-88.1347927
Joliet,IL,41.525031,-88.0817251
Rock Hill,SC,34.9248667,-81.0250784
Rancho Cordova,CA,38.5890723,-121.302728
Dearborn Heights,MI,42.3369816,-83.2732627
Honolulu,HI,21.3069444,-157.8583333
Victoria,TX,28.8052674,-97.0035982
Attleboro,MA,41.9445441,-71.2856082
Wylie,TX,33.0151201,-96.5388789
Carrollton,TX,32.9756415,-96.8899636
Plainfield,IL,41.632223,-88.2120315
Hoffman Estates,IL,42.0629915,-88.1227199
Methuen,MA,42.7262016,-71.1908924
North Port,FL,27.044224,-82.2359254
Rockville,MD,39.0839973,-77.1527578
Burbank,CA,34.1808392,-118.3089661
Fullerton,CA,33.8703596,-117.9242966
Oshkosh,WI,44.0247062,-88.5426136
Huntsville,TX,30.7235263,-95.5507771
Farmington Hills,MI,42.4989936,-83.3677168
Pico Rivera,CA,33.9830688,-118.096735
Cerritos,CA,33.8583483,-118.0647871
La Puente,CA,34.0200114,-117.9495083
Grand Junction,CO,39.0638705,-108.5506486
Enid,OK,36.3955891,-97.8783911
San Jose,CA,37.3382082,-121.8863286
Round Rock,TX,30.5082551,-97.678896
Maple Grove,MN,45.0724642,-93.4557877
Norman,OK,35.2225668,-97.4394777
Homestead,FL,25.4687224,-80.4775569
Friendswood,TX,29.5293998,-95.2010447
Irvine,CA,33.6839473,-117.7946942
Pocatello,ID,42.8713032,-112.4455344
Pacifica,CA,37.6138253,-122.4869194
Sheboygan,WI,43.7508284,-87.71453
Bossier City,LA,32.5159852,-93.7321228
Cedar Park,TX,30.505198,-97.8202888
Sandy Springs,GA,33.9304352,-84.3733147
Champaign,IL,40.1164204,-88.2433829
Clifton,NJ,40.8584328,-74.1637553
Moore,OK,35.3395079,-97.4867028
Blue Springs,MO,39.0169509,-94.2816148
Lancaster,CA,34.6867846,-118.1541632
Bryan,TX,30.6743643,-96.3699632
Hurst,TX,32.8234621,-97.1705678
Cape Coral,FL,26.5628537,-81.9495331
Cupertino,CA,37.3229978,-122.0321823
Pittsfield,MA,42.4500845,-73.2453824
Gilroy,CA,37.0057816,-121.5682751
Manchester,NH,42.9956397,-71.4547891
Virginia Beach,VA,36.8529263,-75.977985
Salina,KS,38.8402805,-97.6114237
Somerville,MA,42.3875968,-71.0994968
Largo,FL,27.9094665,-82.7873244
Fresno,CA,36.7468422,-119.7725868
Phenix City,AL,32.4709761,-85.0007653
Berwyn,IL,41.8505874,-87.7936685
Palm Beach Gardens,FL,26.8233946,-80.1386547
Pawtucket,RI,41.878711,-71.3825558
San Gabriel,CA,34.0961111,-118.1058333
Winston-Salem,NC,36.0998596,-80.244216
Alpharetta,GA,34.0753762,-84.2940899
O'Fallon,MO,38.8106075,-90.6998477
Redwood City,CA,37.4852152,-122.2363548
Union City,CA,37.5933918,-122.0438298
Hallandale Beach,FL,25.9812024,-80.148379
Mankato,MN,44.1635775,-93.9993996
Aliso Viejo,CA,33.5676842,-117.7256083
Menifee,CA,33.6971468,-117.185294
Loveland,CO,40.3977612,-105.0749801
Carpentersville,IL,42.1211364,-88.2578582
Providence,RI,41.8239891,-71.4128343
Hialeah,FL,25.8575963,-80.2781057
San Ramon,CA,37.7799273,-121.9780153
Ontario,CA,34.0633443,-117.6508876
Kirkland,WA,47.6814875,-122.2087353
St. George,UT,37.0965278,-113.5684164
Hilton Head Island,SC,32.216316,-80.752608
Glendale,CA,34.1425078,-118.255075
Meriden,CT,41.5381535,-72.8070435
Gardena,CA,33.8883487,-118.3089624
Westfield,MA,42.1250929,-72.749538
Elgin,IL,42.0354084,-88.2825668
Plano,TX,33.0198431,-96.6988856
Longmont,CO,40.1672068,-105.1019275
Coppell,TX,32.9545687,-97.0150078
Lakewood,OH,41.4819932,-81.7981908
Jonesboro,AR,35.8422967,-90.704279
College Station,TX,30.627977,-96.3344068
Dearborn,MI,42.3222599,-83.1763145
Utica,NY,43.100903,-75.232664
Monroe,LA,32.5093109,-92.1193012
Baltimore,MD,39.2903848,-76.6121893
Springfield,MO,37.2089572,-93.2922989
Pine Bluff,AR,34.2284312,-92.0031955
Plainfield,NJ,40.6337136,-74.4073736
Lynn,MA,42.466763,-70.9494938
Woodbury,MN,44.9238552,-92.9593797
Gainesville,FL,29.6516344,-82.3248262
West Sacramento,CA,38.5804609,-121.530234
Sammamish,WA,47.6162683,-122.0355736
Aventura,FL,25.9564812,-80.1392121
Fayetteville,AR,36.0625795,-94.1574263
San Rafael,CA,37.9735346,-122.5310874
Conway,AR,35.0886963,-92.4421011
Tacoma,WA,47.2528768,-122.4442906
Middletown,CT,41.5623209,-72.6506488
Burlington,VT,44.4758825,-73.212072
Twin Falls,ID,42.5629668,-114.4608711
Sherman,TX,33.6356618,-96.6088805
New York,NY,40.7127837,-74.0059413
Simi Valley,CA,34.2694474,-118.781482
West Covina,CA,34.0686208,-117.9389526
Castle Rock,CO,39.3722121,-104.8560902
Valdosta,GA,30.8327022,-83.2784851
Fort Worth,TX,32.7554883,-97.3307658
Carson,CA,33.8316745,-118.281693
Evansville,IN,37.9715592,-87.5710898
Santa Maria,CA,34.9530337,-120.4357191
Brentwood,TN,36.0331164,-86.7827772
La Mesa,CA,32.7678287,-117.0230839
Westminster,CO,39.8366528,-105.0372046
Reading,PA,40.3356483,-75.9268747
Turlock,CA,37.4946568,-120.8465941
Greeley,CO,40.4233142,-104.7091322
Tyler,TX,32.3512601,-95.3010624
Winter Garden,FL,28.5652787,-81.5861847
Waco,TX,31.549333,-97.1466695
Martinez,CA,38.0193657,-122.1341321
Thousand Oaks,CA,34.1705609,-118.8375937
Azusa,CA,34.1336186,-117.9075627
Bridgeport,CT,41.1865478,-73.1951767
St. Louis Park,MN,44.9597376,-93.3702186
Chesterfield,MO,38.6631083,-90.5770675
Greenacres,FL,26.6276276,-80.1353896
Pasco,WA,46.2395793,-119.1005657
Torrance,CA,33.8358492,-118.3406288
Madison,WI,43.0730517,-89.4012302
Janesville,WI,42.6827885,-89.0187222
Waukegan,IL,42.3636331,-87.8447938
Bowling Green,KY,36.9685219,-86.4808043
Arlington,TX,32.735687,-97.1080656
Lewisville,TX,33.046233,-96.994174
Farmington,NM,36.7280583,-108.2186856
Oakley,CA,37.9974219,-121.7124536
Palo Alto,CA,37.4418834,-122.1430195
Springfield,OR,44.0462362,-123.0220289
New Bedford,MA,41.6362152,-70.934205
Redmond,WA,47.6739881,-122.121512
Brentwood,CA,37.931868,-121.6957863
Davis,CA,38.5449065,-121.7405167
La Mirada,CA,33.9172357,-118.0120086
Smyrna,TN,35.9828412,-86.5186045
Altoona,PA,40.5186809,-78.3947359
Dothan,AL,31.2232313,-85.3904888
East Orange,NJ,40.767323,-74.2048677
Tinley Park,IL,41.5731442,-87.7932939
Biloxi,MS,30.3960318,-88.8853078
Urbana,IL,40.1105875,-88.2072697
Garden Grove,CA,33.7739053,-117.9414477
Lynwood,CA,33.930293,-118.2114603
Northglenn,CO,39.8961821,-104.9811468
Canton,OH,40.7989473,-81.378447
Brookhaven,GA,33.8651033,-84.3365917
Baton Rouge,LA,30.4582829,-91.1403196
Bristol,CT,41.6717648,-72.9492703
Independence,MO,39.0911161,-94.4155068
Lansing,MI,42.732535,-84.5555347
Orland Park,IL,41.6303103,-87.8539425
Vineland,NJ,39.4863773,-75.0259637
Green Bay,WI,44.519159,-88.019826
Evanston,IL,42.0450722,-87.6876969
Ocoee,FL,28.5691677,-81.5439619
Los Angeles,CA,34.0522342,-118.2436849
Federal Way,WA,47.3223221,-122.3126222
West Jordan,UT,40.6096698,-111.9391031
Yucaipa,CA,34.033625,-117.0430865
Pittsburgh,PA,40.4406248,-79.9958864
Downey,CA,33.9401088,-118.1331593
Cicero,IL,41.8455877,-87.7539448
South Gate,CA,33.954737,-118.2120161
Panama City,FL,30.1588129,-85.6602058
Joplin,MO,37.0842271,-94.513281
League City,TX,29.5074538,-95.0949303
Salt Lake City,UT,40.7607793,-111.8910474
Fort Pierce,FL,27.4467056,-80.3256056
Phoenix,AZ,33.4483771,-112.0740373
Corvallis,OR,44.5645659,-123.2620435
Cedar Hill,TX,32.5884689,-96.9561152
Chicopee,MA,42.1487043,-72.6078672
Ocala,FL,29.1871986,-82.1400923
Roswell,GA,34.0232431,-84.3615555
Park Ridge,IL,42.0111412,-87.8406192
Concord,NH,43.2081366,-71.5375718
Olympia,WA,47.0378741,-122.9006951
Huntington Beach,CA,33.660297,-117.9992265
Corpus Christi,TX,27.8005828,-97.396381
Haverhill,MA,42.7762015,-71.0772796
Hanover Park,IL,41.9994722,-88.1450735
Cambridge,MA,42.3736158,-71.1097335
Glendale,AZ,33.5386523,-112.1859866
Stanton,CA,33.8025155,-117.9931165
Summerville,SC,33.0185039,-80.1756481
Davenport,IA,41.5236437,-90.5776367
Boca Raton,FL,26.3683064,-80.1289321
New Britain,CT,41.6612104,-72.7795419
Roseville,MI,42.4972583,-82.9371409
Cleveland Heights,OH,41.5200518,-81.556235
Gresham,OR,45.5001357,-122.4302013
Lauderhill,FL,26.1403635,-80.2133808
Hendersonville,TN,36.3047735,-86.6199957
Santa Clara,CA,37.3541079,-121.9552356
Oceanside,CA,33.1958696,-117.3794834
Lake Forest,CA,33.6469661,-117.689218
Novi,MI,42.48059,-83.4754913
West New York,NJ,40.7878788,-74.0143064
Everett,MA,42.40843,-71.0536625
Linden,NJ,40.6220478,-74.2445902
Asheville,NC,35.5950581,-82.5514869
Compton,CA,33.8958492,-118.2200712
Lynchburg,VA,37.4137536,-79.1422464
Bowie,MD,39.0067768,-76.7791365
Danbury,CT,41.394817,-73.4540111
Charlottesville,VA,38.0293059,-78.4766781
Coral Gables,FL,25.72149,-80.2683838
Coeur d'Alene,ID,47.6776832,-116.7804664
El Monte,CA,34.0686206,-118.0275667
Crystal Lake,IL,42.2411344,-88.3161965
Danville,CA,37.8215929,-121.9999606
Goodyear,AZ,33.4353394,-112.3576567
Paterson,NJ,40.9167654,-74.171811
Salem,OR,44.9428975,-123.0350963
Kissimmee,FL,28.2919557,-81.407571
Saginaw,MI,43.4194699,-83.9508068
Brownsville,TX,25.9017472,-97.4974838
Flower Mound,TX,33.0145673,-97.0969552
Grapevine,TX,32.9342919,-97.0780654
Edina,MN,44.8896866,-93.3499489
Detroit,MI,42.331427,-83.0457538
Fairfield,OH,39.3454673,-84.5603187
Mansfield,TX,32.5631924,-97.1416768
Rochester,NY,43.16103,-77.6109219
Birmingham,AL,33.5206608,-86.80249
Austin,TX,30.267153,-97.7430608
Santa Barbara,CA,34.4208305,-119.6981901
Addison,IL,41.931696,-87.9889556
Rio Rancho,NM,35.2327544,-106.6630437
Normal,IL,40.5142026,-88.9906312
Romeoville,IL,41.6475306,-88.0895061
Toronto,ON,43.666667,-79.416667
Montreal,QC,45.5,-73.583333
Vancouver,BC,49.25,-123.133333
Ottawa,ON,45.416667,-75.7
Calgary,AB,51.083333,-114.083333
Edmonton,AB,53.55,-113.5
Hamilton,ON,43.256101,-79.857484
Winnipeg,MB,49.883333,-97.166667
Quebec,QC,46.8,-71.25
Oshawa,ON,43.9,-78.866667
Kitchener,ON,43.446976,-80.472484
Halifax,NS,44.65,-63.6
London,ON,42.983333,-81.25
Windsor,ON,42.301649,-83.030744
Victoria,BC,48.450234,-123.343529
Saskatoon,SK,52.133333,-106.666667
Barrie,ON,44.383333,-79.7
Regina,SK,50.45,-104.616667
Sudbury,ON,46.5,-80.966667
Abbotsford,BC,49.05,-122.3
Sarnia,ON,42.978417,-82.388177
Sherbrooke,QC,45.4,-71.9
Kelowna,BC,49.9,-119.483333
Kingston,ON,44.3,-76.566667
Thunder Bay,ON,48.4,-89.233333
Moncton,NB,46.09652,-64.79757
Saint John,NB,45.230798,-66.095316
Nanaimo,BC,49.15,-123.916667
Peterborough,ON,44.3,-78.333333
Red Deer,AB,52.266667,-113.8
Lethbridge,AB,49.7,-112.833333
Kamloops,BC,50.666667,-120.333333
Prince George,BC,53.916667,-122.766667
Medicine Hat,AB,50.033333,-110.683333
Drummondville,QC,45.883333,-72.483333
Chicoutimi,QC,48.45,-71.066667
Fredericton,NB,45.910648,-66.658649
Chilliwack,BC,49.166667,-121.95
North Bay,ON,46.3,-79.45
Shawinigan-Sud,QC,46.528557,-72.751453
Cornwall,ON,45.016667,-74.733333
Joliette,QC,46.034,-73.441
Belleville,ON,44.166667,-77.383333
Charlottetown,PE,46.238225,-63.139481
Victoriaville,QC,46.063106,-71.958802
Grande Prairie,AB,55.166667,-118.8
Penticton,BC,49.5,-119.583333
Sydney,NS,46.15,-60.166667
Orillia,ON,44.6,-79.416667
Rimouski,QC,48.433333,-68.516667
Timmins,ON,48.466667,-81.333333
Prince Albert,SK,53.2,-105.75
Campbell River,BC,50.016667,-125.25
Courtenay,BC,49.683333,-125
Orangeville,ON,43.916366,-80.096671
Moose Jaw,SK,50.4,-105.55
Brandon,MB,49.833333,-99.95
Brockville,ON,44.594958,-75.682133
Saint-Georges,QC,46.116667,-70.683333
Rouyn-Noranda,QC,48.25,-79.016667
Whitehorse,YT,60.716667,-135.05
Owen Sound,ON,44.566667,-80.85
Fort McMurray,AB,56.733333,-111.383333
Corner Brook,NL,48.95,-57.933333
New Glasgow,NS,45.583333,-62.633333
Terrace,BC,54.5,-128.583333
North Battleford,SK,52.766667,-108.283333
Yellowknife,NT,62.45,-114.35
Fort Saint John,BC,56.25,-120.833333
Cranbrook,BC,49.516667,-115.766667
Edmundston,NB,47.36226,-68.327874
Rivière-du-Loup,QC,47.833333,-69.533333
Camrose,AB,53.016667,-112.816667
Pembroke,ON,45.816667,-77.116667
Yorkton,SK,51.216667,-102.466667
Swift Current,SK,50.283333,-107.766667
Prince Rupert,BC,54.316667,-130.333333
Williams Lake,BC,52.116667,-122.15
Brooks,AB,50.566667,-111.9
Quesnel,BC,52.983333,-122.483333
Thompson,MB,55.75,-97.866667
Dolbeau,QC,48.866667,-72.233333
Powell River,BC,49.883333,-124.55
Wetaskiwin,AB,52.966667,-113.383333
Nelson,BC,49.483333,-117.283333
Mont-Laurier,QC,46.55,-75.5
Kenora,ON,49.766667,-94.466667
Dawson Creek,BC,55.766667,-120.233333
Amos,QC,48.566667,-78.116667
Baie-Comeau,QC,49.216667,-68.15
Hinton,AB,53.4,-117.583333
Selkirk,MB,50.15,-96.883333
Steinbach,MB,49.516667,-96.683333
Weyburn,SK,49.666667,-103.85
Amherst,NS,45.830019,-64.210024
Kapuskasing,ON,49.416667,-82.433333
Dauphin,MB,51.15,-100.05
Dryden,ON,49.783333,-92.833333
Revelstoke,BC,51,-118.183333
Happy Valley,NL,53.3,-60.3
Banff,AB,51.166667,-115.566667
Yarmouth,NS,43.833965,-66.113926
La Sarre,QC,48.8,-79.2
Parry Sound,ON,45.333333,-80.033333
Stephenville,NL,48.55,-58.566667
Antigonish,NS,45.616667,-61.966667
Flin Flon,MB,54.766667,-101.883333
Fort Nelson,BC,58.816667,-122.533333
Smithers,BC,54.766667,-127.166667
Iqaluit,NU,63.733333,-68.5
Bathurst,NB,47.558376,-65.656517
The Pas,MB,53.816667,-101.233333
Norway House,MB,53.966667,-97.833333
Meadow Lake,SK,54.129722,-108.434722
Vegreville,AB,53.5,-112.05
Stettler,AB,52.333333,-112.683333
Peace River,AB,56.233333,-117.283333
New Liskeard,ON,47.5,-79.666667
Hearst,ON,49.7,-83.666667
Creston,BC,49.1,-116.516667
Marathon,ON,48.75,-86.366667
Cochrane,ON,49.066667,-81.016667
Kindersley,SK,51.466667,-109.133333
Liverpool,NS,44.038414,-64.718433
Melville,SK,50.933333,-102.8
Channel-Port aux Basques,NL,47.566667,-59.15
Deer Lake,NL,49.183333,-57.433333
Saint-Augustin,QC,51.233333,-58.65
Digby,NS,44.578466,-65.783525
Jasper,AB,52.883333,-118.083333
Hay River,NT,60.85,-115.7
Windsor,NS,44.958995,-64.144786
La Ronge,SK,55.1,-105.3
Deer Lake,ON,52.616667,-94.066667
Atikokan,ON,48.75,-91.616667
Gander,NL,48.95,-54.55
Fort Chipewyan,AB,58.716667,-111.15
Shelburne,NS,43.753356,-65.246074
Inuvik,NT,68.35,-133.7
Lac La Biche,AB,54.771944,-111.964722
Lillooet,BC,50.683333,-121.933333
Chapleau,ON,47.833333,-83.4
Burns Lake,BC,54.216667,-125.766667
Gimli,MB,50.633333,-97
Athabasca,AB,54.716667,-113.266667
Nelson House,MB,55.8,-98.85
Rankin Inlet,NU,62.816667,-92.083333
Port Hardy,BC,50.716667,-127.5
Biggar,SK,52.05,-107.983333
Wiarton,ON,44.733333,-81.133333
Wawa,ON,47.99473,-84.77002
Hudson Bay,SK,52.85,-102.383333
Matagami,QC,49.75,-77.633333
Arviat,NU,61.116667,-94.05
Attawapiskat,ON,52.916667,-82.433333
Red Lake,ON,51.033333,-93.833333
Moosonee,ON,51.266667,-80.65
Tofino,BC,49.133333,-125.9
Igloolik,NU,69.4,-81.8
Inukjuak,QC,58.45334,-78.102493
Little Current,ON,45.966667,-81.933333
Baker Lake,NU,64.316667,-96.016667
Pond Inlet,NU,72.7,-78
Cap-Chat,QC,49.083333,-66.683333
Cambridge Bay,NU,69.116667,-105.033333
Thessalon,ON,46.25,-83.55
New Bella Bella,BC,52.166667,-128.133333
Cobalt,ON,47.383333,-79.683333
Cape Dorset,NU,64.233333,-76.55
Pangnirtung,NU,66.133333,-65.75
West Dawson,YT,64.066667,-139.45
Kugluktuk,NU,67.833333,-115.083333
Geraldton,ON,49.716667,-86.966667
Gillam,MB,56.35,-94.7
Kuujjuaq,QC,58.1,-68.4
Lake Louise,AB,51.433333,-116.183333
Nipigon,ON,49.016667,-88.25
Nain,NL,56.55,-61.683333
Gjoa Haven,NU,68.633333,-95.916667
Fort McPherson,NT,67.433333,-134.866667
Argentia,NL,47.3,-54
Norman Wells,NT,65.283333,-126.85
Churchill,MB,58.766667,-94.166667
Repulse Bay,NU,66.516667,-86.233333
Tuktoyaktuk,NT,69.45,-133.066667
Berens River,MB,52.366667,-97.033333
Shamattawa,MB,55.85,-92.083333
Baddeck,NS,46.1,-60.75
Coral Harbour,NU,64.133333,-83.166667
La Scie,NL,49.966667,-55.583333
Watson Lake,YT,60.116667,-128.8
Taloyoak,NU,69.533333,-93.533333
Natashquan,QC,50.183333,-61.816667
Buchans,NL,48.816667,-56.866667
Hall Beach,NU,68.766667,-81.2
Arctic Bay,NU,73.033333,-85.166667
Fort Good Hope,NT,66.266667,-128.633333
Mingan,QC,50.3,-64.016667
Kangirsuk,QC,60.016667,-70.033333
Sandspit,BC,53.239111,-131.818769
Fort Smith,NT,60,-111.883333
Cartwright,NL,53.7,-57.016667
Holman,NT,70.733333,-117.75
Lynn Lake,MB,56.85,-101.05
Schefferville,QC,54.8,-66.816667
Trout River,NL,49.483333,-58.116667
Forteau Bay,NL,51.45,-56.95
Fort Resolution,NT,61.166667,-113.683333
Hopedale,NL,55.45,-60.216667
Pukatawagan,MB,55.733333,-101.316667
Trepassey,NL,46.733333,-53.366667
Kimmirut,NU,62.85,-69.883333
Chesterfield Inlet,NU,63.333333,-90.7
Eastmain,QC,52.233333,-78.516667
Dease Lake,BC,58.476697,-129.96146
Paulatuk,NT,69.383333,-123.983333
Fort Simpson,NT,61.85,-121.333333
Brochet,MB,57.883333,-101.666667
Cat Lake,ON,51.716667,-91.8
Radisson,QC,53.783333,-77.616667
Port-Menier,QC,49.816667,-64.35
Resolute,NU,74.683333,-94.9
Saint Anthony,NL,51.383333,-55.6
Port Hope Simpson,NL,52.533333,-56.3
Oxford House,MB,54.95,-95.266667
Tsiigehtchic,NT,67.433333,-133.75
Ivujivik,QC,62.416667,-77.9
Stony Rapids,SK,59.266667,-105.833333
Alert,NU,82.483333,-62.25
Fort Severn,ON,55.983333,-87.65
Rigolet,NL,54.166667,-58.433333
Lansdowne House,ON,52.216667,-87.883333
Salluit,QC,62.2,-75.633333
Uranium City,SK,59.566667,-108.616667
Burwash Landing,YT,61.35,-139
Grise Fiord,NU,76.416667,-82.95
Big Beaverhouse,ON,52.95,-89.883333
Island Lake,MB,53.966667,-94.766667
Ennadai,NU,61.133333,-100.883333
